Filename,Sign
10081.ppm,Children crossing
10082.ppm,No passing
10083.ppm,Road work
10084.ppm,Vechiles over 3.5 metric tons prohibited
10085.ppm,Go straight or right
10086.ppm,Go straight or right
10087.ppm,Speed limit (60km/h)
10088.ppm,No entry
10089.ppm,No passing for vechiles over 3.5 metric tons
10090.ppm,Priority road
10091.ppm,No vechiles
10092.ppm,Yield
10093.ppm,No entry
10094.ppm,Keep right
10095.ppm,Bumpy road
10096.ppm,Priority road
10097.ppm,Speed limit (70km/h)
10098.ppm,No entry
10099.ppm,No entry
10100.ppm,Turn right ahead
10101.ppm,Speed limit (50km/h)
10102.ppm,No passing for vechiles over 3.5 metric tons
10103.ppm,Ahead only
10104.ppm,Turn right ahead
10105.ppm,Bumpy road
10106.ppm,Yield
10107.ppm,Speed limit (50km/h)
10108.ppm,Yield
10109.ppm,Stop
10110.ppm,Right-of-way at the next intersection
10111.ppm,Speed limit (30km/h)
10112.ppm,Keep right
10113.ppm,Ahead only
10114.ppm,Bumpy road
10115.ppm,Road narrows on the right
10116.ppm,General caution
10117.ppm,Bicycles crossing
10118.ppm,Speed limit (60km/h)
10119.ppm,End of all speed and passing limits
10120.ppm,Speed limit (70km/h)
10121.ppm,No passing for vechiles over 3.5 metric tons
10122.ppm,Priority road
10123.ppm,Right-of-way at the next intersection
10124.ppm,Speed limit (60km/h)
10125.ppm,Beware of ice/snow
10126.ppm,Dangerous curve to the right
10127.ppm,Road narrows on the right
10128.ppm,Ahead only
10129.ppm,Right-of-way at the next intersection
10130.ppm,Priority road
10131.ppm,Speed limit (60km/h)
10132.ppm,Go straight or right
10133.ppm,End of speed limit (80km/h)
10134.ppm,Speed limit (60km/h)
10135.ppm,Turn right ahead
10136.ppm,Roundabout mandatory
10137.ppm,Priority road
10138.ppm,Speed limit (70km/h)
10139.ppm,General caution
10140.ppm,Speed limit (80km/h)
10141.ppm,Keep right
10142.ppm,General caution
10143.ppm,Double curve
10144.ppm,Traffic signals
10145.ppm,Speed limit (60km/h)
10146.ppm,Speed limit (100km/h)
10147.ppm,Keep right
10148.ppm,Speed limit (30km/h)
10149.ppm,End of speed limit (80km/h)
10150.ppm,No passing for vechiles over 3.5 metric tons
10151.ppm,No passing for vechiles over 3.5 metric tons
10152.ppm,No entry
10153.ppm,Road narrows on the right
10154.ppm,Keep right
10155.ppm,Keep right
10156.ppm,No passing for vechiles over 3.5 metric tons
10157.ppm,Speed limit (70km/h)
10158.ppm,Right-of-way at the next intersection
10159.ppm,Keep right
10160.ppm,Speed limit (120km/h)
10161.ppm,No vechiles
10162.ppm,Beware of ice/snow
10163.ppm,No passing for vechiles over 3.5 metric tons
10164.ppm,Stop
10165.ppm,Speed limit (30km/h)
10166.ppm,Wild animals crossing
10167.ppm,Keep right
10168.ppm,Keep right
10169.ppm,Speed limit (30km/h)
10170.ppm,Speed limit (80km/h)
10171.ppm,Speed limit (50km/h)
10172.ppm,Traffic signals
10173.ppm,Priority road
10174.ppm,Speed limit (120km/h)
10175.ppm,Speed limit (50km/h)
10176.ppm,No passing for vechiles over 3.5 metric tons
10177.ppm,Slippery road
10178.ppm,Right-of-way at the next intersection
10179.ppm,No entry
10180.ppm,Ahead only
10181.ppm,Yield
10182.ppm,Slippery road
10183.ppm,Speed limit (100km/h)
10184.ppm,Road work
10185.ppm,Speed limit (70km/h)
10186.ppm,Speed limit (100km/h)
10187.ppm,Ahead only
10188.ppm,Speed limit (50km/h)
10189.ppm,Speed limit (70km/h)
10190.ppm,No vechiles
10191.ppm,Bumpy road
10192.ppm,No passing for vechiles over 3.5 metric tons
10193.ppm,Yield
10194.ppm,Yield
10195.ppm,No entry
10196.ppm,Speed limit (120km/h)
10197.ppm,Right-of-way at the next intersection
10198.ppm,Speed limit (70km/h)
10199.ppm,No vechiles
10200.ppm,Speed limit (100km/h)
10201.ppm,No passing
10202.ppm,Bumpy road
10203.ppm,No passing
10204.ppm,Priority road
10205.ppm,Speed limit (50km/h)
10206.ppm,Speed limit (100km/h)
10207.ppm,Speed limit (70km/h)
10208.ppm,Keep right
10209.ppm,Yield
10210.ppm,Roundabout mandatory
10211.ppm,No passing for vechiles over 3.5 metric tons
10212.ppm,Speed limit (60km/h)
10213.ppm,End of no passing
10214.ppm,Speed limit (30km/h)
10215.ppm,Double curve
10216.ppm,Beware of ice/snow
10217.ppm,Speed limit (70km/h)
10218.ppm,Keep right
10219.ppm,Speed limit (120km/h)
10220.ppm,General caution
10221.ppm,Priority road
10222.ppm,Right-of-way at the next intersection
10223.ppm,Priority road
10224.ppm,Road work
10225.ppm,No passing
10226.ppm,Ahead only
10227.ppm,Speed limit (50km/h)
10228.ppm,Speed limit (80km/h)
10229.ppm,No entry
10230.ppm,Priority road
10231.ppm,Speed limit (120km/h)
10232.ppm,Turn right ahead
10233.ppm,Dangerous curve to the left
10234.ppm,No passing for vechiles over 3.5 metric tons
10235.ppm,Speed limit (30km/h)
10236.ppm,Beware of ice/snow
10237.ppm,No passing for vechiles over 3.5 metric tons
10238.ppm,Beware of ice/snow
10239.ppm,Speed limit (100km/h)
10240.ppm,Speed limit (30km/h)
10241.ppm,Speed limit (70km/h)
10242.ppm,Speed limit (80km/h)
10243.ppm,Speed limit (30km/h)
10244.ppm,Speed limit (120km/h)
10245.ppm,Speed limit (50km/h)
10246.ppm,Speed limit (80km/h)
10247.ppm,Speed limit (80km/h)
10248.ppm,End of no passing
10249.ppm,Keep right
10250.ppm,Speed limit (80km/h)
10251.ppm,No vechiles
10252.ppm,No passing
10253.ppm,Speed limit (80km/h)
10254.ppm,Priority road
10255.ppm,Priority road
10256.ppm,Keep right
10257.ppm,General caution
10258.ppm,Slippery road
10259.ppm,General caution
10260.ppm,No passing
10261.ppm,Speed limit (100km/h)
10262.ppm,Speed limit (100km/h)
10263.ppm,Priority road
10264.ppm,Traffic signals
10265.ppm,Turn right ahead
10266.ppm,No vechiles
10267.ppm,General caution
10268.ppm,Speed limit (120km/h)
10269.ppm,General caution
10270.ppm,Yield
10271.ppm,General caution
10272.ppm,Speed limit (70km/h)
10273.ppm,Speed limit (50km/h)
10274.ppm,No passing for vechiles over 3.5 metric tons
10275.ppm,Speed limit (80km/h)
10276.ppm,Right-of-way at the next intersection
10277.ppm,Speed limit (70km/h)
10278.ppm,Keep right
10279.ppm,Keep right
10280.ppm,Speed limit (30km/h)
10281.ppm,Keep right
10282.ppm,Turn right ahead
10283.ppm,Speed limit (60km/h)
10284.ppm,No passing
10285.ppm,Speed limit (120km/h)
10286.ppm,Speed limit (70km/h)
10287.ppm,Speed limit (30km/h)
10288.ppm,No passing for vechiles over 3.5 metric tons
10289.ppm,No vechiles
10290.ppm,Right-of-way at the next intersection
10291.ppm,Slippery road
10292.ppm,Speed limit (70km/h)
10293.ppm,Road work
10294.ppm,Priority road
10295.ppm,Turn right ahead
10296.ppm,Speed limit (60km/h)
10297.ppm,Speed limit (30km/h)
10298.ppm,Priority road
10299.ppm,Yield
10300.ppm,End of no passing
10301.ppm,Turn left ahead
10302.ppm,Road narrows on the right
10303.ppm,No passing for vechiles over 3.5 metric tons
10304.ppm,Speed limit (70km/h)
10305.ppm,Wild animals crossing
10306.ppm,Pedestrians
10307.ppm,No passing
10308.ppm,Speed limit (50km/h)
10309.ppm,Stop
10310.ppm,Turn right ahead
10311.ppm,No passing
10312.ppm,Road work
10313.ppm,Priority road
10314.ppm,No entry
10315.ppm,No vechiles
10316.ppm,Priority road
10317.ppm,Yield
10318.ppm,Go straight or right
10319.ppm,Speed limit (70km/h)
10320.ppm,Speed limit (20km/h)
10321.ppm,Road work
10322.ppm,Vechiles over 3.5 metric tons prohibited
10323.ppm,No passing
10324.ppm,Turn right ahead
10325.ppm,Right-of-way at the next intersection
10326.ppm,Speed limit (80km/h)
10327.ppm,Speed limit (70km/h)
10328.ppm,Road work
10329.ppm,General caution
10330.ppm,Keep right
10331.ppm,No entry
10332.ppm,Dangerous curve to the right
10333.ppm,Keep right
10334.ppm,Keep right
10335.ppm,Slippery road
10336.ppm,Speed limit (70km/h)
10337.ppm,Keep left
10338.ppm,Speed limit (70km/h)
10339.ppm,Speed limit (100km/h)
10340.ppm,Go straight or right
10341.ppm,No passing for vechiles over 3.5 metric tons
10342.ppm,Speed limit (50km/h)
10343.ppm,Ahead only
10344.ppm,Speed limit (70km/h)
10345.ppm,Speed limit (20km/h)
10346.ppm,Road work
10347.ppm,Speed limit (80km/h)
10348.ppm,Speed limit (30km/h)
10349.ppm,No entry
10350.ppm,No passing for vechiles over 3.5 metric tons
10351.ppm,Speed limit (70km/h)
10352.ppm,End of speed limit (80km/h)
10353.ppm,Go straight or left
10354.ppm,Roundabout mandatory
10355.ppm,Vechiles over 3.5 metric tons prohibited
10356.ppm,Speed limit (70km/h)
10357.ppm,Speed limit (120km/h)
10358.ppm,Speed limit (50km/h)
10359.ppm,Turn right ahead
10360.ppm,Speed limit (50km/h)
10361.ppm,Stop
10362.ppm,Ahead only
10363.ppm,Speed limit (50km/h)
10364.ppm,Double curve
10365.ppm,Speed limit (80km/h)
10366.ppm,Wild animals crossing
10367.ppm,No passing
10368.ppm,Keep right
10369.ppm,Priority road
10370.ppm,Road work
10371.ppm,Keep left
10372.ppm,Children crossing
10373.ppm,No passing
10374.ppm,Stop
10375.ppm,Speed limit (30km/h)
10376.ppm,Road work
10377.ppm,No passing for vechiles over 3.5 metric tons
10378.ppm,No entry
10379.ppm,No passing
10380.ppm,Keep right
10381.ppm,Road work
10382.ppm,Speed limit (50km/h)
10383.ppm,Ahead only
10384.ppm,Road work
10385.ppm,Go straight or left
10386.ppm,Bumpy road
10387.ppm,Right-of-way at the next intersection
10388.ppm,Speed limit (60km/h)
10389.ppm,Beware of ice/snow
10390.ppm,Speed limit (50km/h)
10391.ppm,No passing
10392.ppm,Slippery road
10393.ppm,Speed limit (80km/h)
10394.ppm,Speed limit (50km/h)
10395.ppm,No passing
10396.ppm,Priority road
10397.ppm,Turn right ahead
10398.ppm,No passing for vechiles over 3.5 metric tons
10399.ppm,No passing for vechiles over 3.5 metric tons
10400.ppm,Bicycles crossing
10401.ppm,No passing for vechiles over 3.5 metric tons
10402.ppm,Speed limit (70km/h)
10403.ppm,Speed limit (120km/h)
10404.ppm,Keep right
10405.ppm,Priority road
10406.ppm,Speed limit (70km/h)
10407.ppm,Speed limit (120km/h)
10408.ppm,End of no passing
10409.ppm,Priority road
10410.ppm,Speed limit (50km/h)
10411.ppm,Vechiles over 3.5 metric tons prohibited
10412.ppm,Speed limit (30km/h)
10413.ppm,Speed limit (70km/h)
10414.ppm,Dangerous curve to the left
10415.ppm,Speed limit (70km/h)
10416.ppm,General caution
10417.ppm,Yield
10418.ppm,Keep left
10419.ppm,General caution
10420.ppm,Road work
10421.ppm,Speed limit (80km/h)
10422.ppm,Road work
10423.ppm,Speed limit (70km/h)
10424.ppm,Keep right
10425.ppm,Speed limit (100km/h)
10426.ppm,Stop
10427.ppm,Children crossing
10428.ppm,Beware of ice/snow
10429.ppm,Speed limit (120km/h)
10430.ppm,Priority road
10431.ppm,No passing for vechiles over 3.5 metric tons
10432.ppm,Speed limit (50km/h)
10433.ppm,Wild animals crossing
10434.ppm,Yield
10435.ppm,No passing for vechiles over 3.5 metric tons
10436.ppm,Speed limit (60km/h)
10437.ppm,Speed limit (60km/h)
10438.ppm,Speed limit (30km/h)
10439.ppm,Yield
10440.ppm,Speed limit (70km/h)
10441.ppm,Keep right
10442.ppm,Speed limit (50km/h)
10443.ppm,No passing
10444.ppm,Speed limit (60km/h)
10445.ppm,Keep right
10446.ppm,Double curve
10447.ppm,Speed limit (60km/h)
10448.ppm,No passing for vechiles over 3.5 metric tons
10449.ppm,Ahead only
10450.ppm,No passing for vechiles over 3.5 metric tons
10451.ppm,Children crossing
10452.ppm,Speed limit (30km/h)
10453.ppm,No passing for vechiles over 3.5 metric tons
10454.ppm,Speed limit (70km/h)
10455.ppm,Speed limit (100km/h)
10456.ppm,No vechiles
10457.ppm,Right-of-way at the next intersection
10458.ppm,Speed limit (60km/h)
10459.ppm,Ahead only
10460.ppm,Speed limit (50km/h)
10461.ppm,Vechiles over 3.5 metric tons prohibited
10462.ppm,Speed limit (60km/h)
10463.ppm,Road work
10464.ppm,Speed limit (120km/h)
10465.ppm,Double curve
10466.ppm,Bicycles crossing
10467.ppm,Keep right
10468.ppm,Speed limit (50km/h)
10469.ppm,Speed limit (100km/h)
10470.ppm,No passing
10471.ppm,Keep right
10472.ppm,Keep right
10473.ppm,No passing for vechiles over 3.5 metric tons
10474.ppm,Road work
10475.ppm,Speed limit (20km/h)
10476.ppm,Double curve
10477.ppm,No vechiles
10478.ppm,Stop
10479.ppm,Speed limit (70km/h)
10480.ppm,Right-of-way at the next intersection
10481.ppm,Go straight or right
10482.ppm,Yield
10483.ppm,No entry
10484.ppm,General caution
10485.ppm,Speed limit (30km/h)
10486.ppm,Traffic signals
10487.ppm,Speed limit (50km/h)
10488.ppm,Traffic signals
10489.ppm,No passing
10490.ppm,Speed limit (30km/h)
10491.ppm,Speed limit (70km/h)
10492.ppm,Road work
10493.ppm,General caution
10494.ppm,Speed limit (60km/h)
10495.ppm,Roundabout mandatory
10496.ppm,Right-of-way at the next intersection
10497.ppm,Priority road
10498.ppm,Wild animals crossing
10499.ppm,Yield
10500.ppm,Speed limit (70km/h)
10501.ppm,Traffic signals
10502.ppm,Slippery road
10503.ppm,Ahead only
10504.ppm,Speed limit (50km/h)
10505.ppm,Right-of-way at the next intersection
10506.ppm,Speed limit (120km/h)
10507.ppm,Speed limit (120km/h)
10508.ppm,Speed limit (30km/h)
10509.ppm,Right-of-way at the next intersection
10510.ppm,No passing for vechiles over 3.5 metric tons
10511.ppm,Bumpy road
10512.ppm,Double curve
10513.ppm,Speed limit (70km/h)
10514.ppm,Keep right
10515.ppm,Speed limit (50km/h)
10516.ppm,Wild animals crossing
10517.ppm,Traffic signals
10518.ppm,Road work
10519.ppm,Stop
10520.ppm,No entry
10521.ppm,Speed limit (80km/h)
10522.ppm,No passing
10523.ppm,Beware of ice/snow
10524.ppm,Speed limit (70km/h)
10525.ppm,Wild animals crossing
10526.ppm,Right-of-way at the next intersection
10527.ppm,Roundabout mandatory
10528.ppm,No passing for vechiles over 3.5 metric tons
10529.ppm,Speed limit (50km/h)
10530.ppm,Wild animals crossing
10531.ppm,Keep right
10532.ppm,Go straight or right
10533.ppm,No entry
10534.ppm,Speed limit (100km/h)
10535.ppm,Road work
10536.ppm,No passing for vechiles over 3.5 metric tons
10537.ppm,Ahead only
10538.ppm,Speed limit (70km/h)
10539.ppm,Ahead only
10540.ppm,Priority road
10541.ppm,No entry
10542.ppm,Speed limit (30km/h)
10543.ppm,Keep right
10544.ppm,Go straight or right
10545.ppm,Ahead only
10546.ppm,Keep right
10547.ppm,Speed limit (120km/h)
10548.ppm,Speed limit (60km/h)
10549.ppm,Road work
10550.ppm,Yield
10551.ppm,Double curve
10552.ppm,Road work
10553.ppm,General caution
10554.ppm,General caution
10555.ppm,Keep right
10556.ppm,Speed limit (70km/h)
10557.ppm,No passing
10558.ppm,Speed limit (50km/h)
10559.ppm,Speed limit (60km/h)
10560.ppm,Yield
10561.ppm,No entry
10562.ppm,Speed limit (30km/h)
10563.ppm,Road narrows on the right
10564.ppm,No passing
10565.ppm,No passing
10566.ppm,Right-of-way at the next intersection
10567.ppm,Speed limit (120km/h)
10568.ppm,Keep right
10569.ppm,Speed limit (50km/h)
10570.ppm,Ahead only
10571.ppm,No entry
10572.ppm,Children crossing
10573.ppm,No passing
10574.ppm,Children crossing
10575.ppm,Priority road
10576.ppm,Stop
10577.ppm,Yield
10578.ppm,Speed limit (120km/h)
10579.ppm,Roundabout mandatory
10580.ppm,Speed limit (30km/h)
10581.ppm,Ahead only
10582.ppm,No entry
10583.ppm,Roundabout mandatory
10584.ppm,General caution
10585.ppm,Yield
10586.ppm,Speed limit (60km/h)
10587.ppm,Yield
10588.ppm,Priority road
10589.ppm,Speed limit (50km/h)
10590.ppm,Keep right
10591.ppm,Speed limit (30km/h)
10592.ppm,Keep right
10593.ppm,Vechiles over 3.5 metric tons prohibited
10594.ppm,Road work
10595.ppm,Speed limit (30km/h)
10596.ppm,Stop
10597.ppm,Road work
10598.ppm,Beware of ice/snow
10599.ppm,Stop
10600.ppm,Yield
10601.ppm,Turn right ahead
10602.ppm,Speed limit (50km/h)
10603.ppm,Double curve
10604.ppm,Speed limit (30km/h)
10605.ppm,Speed limit (80km/h)
10606.ppm,Speed limit (100km/h)
10607.ppm,Yield
10608.ppm,Road work
10609.ppm,Go straight or left
10610.ppm,Speed limit (50km/h)
10611.ppm,End of no passing by vechiles over 3.5 metric tons
10612.ppm,Speed limit (30km/h)
10613.ppm,Traffic signals
10614.ppm,Road work
10615.ppm,End of speed limit (80km/h)
10616.ppm,Speed limit (30km/h)
10617.ppm,Yield
10618.ppm,Speed limit (70km/h)
10619.ppm,Speed limit (60km/h)
10620.ppm,Right-of-way at the next intersection
10621.ppm,Road work
10622.ppm,Wild animals crossing
10623.ppm,Yield
10624.ppm,Right-of-way at the next intersection
10625.ppm,Keep right
10626.ppm,Beware of ice/snow
10627.ppm,Speed limit (80km/h)
10628.ppm,Priority road
10629.ppm,Ahead only
10630.ppm,Keep right
10631.ppm,General caution
10632.ppm,Speed limit (120km/h)
10633.ppm,Priority road
10634.ppm,General caution
10635.ppm,Priority road
10636.ppm,Speed limit (50km/h)
10637.ppm,Yield
10638.ppm,Road work
10639.ppm,Go straight or right
10640.ppm,Ahead only
10641.ppm,No passing for vechiles over 3.5 metric tons
10642.ppm,Keep right
10643.ppm,Speed limit (50km/h)
10644.ppm,Speed limit (70km/h)
10645.ppm,Speed limit (120km/h)
10646.ppm,Speed limit (30km/h)
10647.ppm,Speed limit (70km/h)
10648.ppm,Speed limit (80km/h)
10649.ppm,Bicycles crossing
10650.ppm,Speed limit (60km/h)
10651.ppm,Speed limit (50km/h)
10652.ppm,Go straight or right
10653.ppm,General caution
10654.ppm,Yield
10655.ppm,Keep right
10656.ppm,Priority road
10657.ppm,Priority road
10658.ppm,Priority road
10659.ppm,Speed limit (50km/h)
10660.ppm,Keep right
10661.ppm,Speed limit (70km/h)
10662.ppm,No passing for vechiles over 3.5 metric tons
10663.ppm,Priority road
10664.ppm,Speed limit (50km/h)
10665.ppm,Ahead only
10666.ppm,Keep right
10667.ppm,Ahead only
10668.ppm,No passing
10669.ppm,Speed limit (80km/h)
10670.ppm,Ahead only
10671.ppm,Children crossing
10672.ppm,Speed limit (30km/h)
10673.ppm,End of speed limit (80km/h)
10674.ppm,No vechiles
10675.ppm,Ahead only
10676.ppm,Keep right
10677.ppm,Speed limit (50km/h)
10678.ppm,No vechiles
10679.ppm,Keep right
10680.ppm,Ahead only
10681.ppm,Traffic signals
10682.ppm,Speed limit (50km/h)
10683.ppm,Speed limit (60km/h)
10684.ppm,End of all speed and passing limits
10685.ppm,End of speed limit (80km/h)
10686.ppm,Speed limit (100km/h)
10687.ppm,Stop
10688.ppm,Speed limit (30km/h)
10689.ppm,Speed limit (30km/h)
10690.ppm,Yield
10691.ppm,Speed limit (70km/h)
10692.ppm,Speed limit (30km/h)
10693.ppm,Speed limit (50km/h)
10694.ppm,No vechiles
10695.ppm,No entry
10696.ppm,Speed limit (50km/h)
10697.ppm,No passing for vechiles over 3.5 metric tons
10698.ppm,Road work
10699.ppm,Speed limit (80km/h)
10700.ppm,Wild animals crossing
10701.ppm,Speed limit (70km/h)
10702.ppm,Right-of-way at the next intersection
10703.ppm,Speed limit (50km/h)
10704.ppm,Turn left ahead
10705.ppm,Speed limit (50km/h)
10706.ppm,Yield
10707.ppm,Yield
10708.ppm,No passing for vechiles over 3.5 metric tons
10709.ppm,Road work
10710.ppm,Speed limit (30km/h)
10711.ppm,Dangerous curve to the left
10712.ppm,No passing
10713.ppm,Speed limit (50km/h)
10714.ppm,Turn right ahead
10715.ppm,Ahead only
10716.ppm,Yield
10717.ppm,General caution
